Região,Porte,Desenvolvimento,Porte,Codigo,Município,,CrecheTotal,CrecheFederal,CrecheEstadual,CrecheMunicipal,CrechePrivada,,PreEscolaTotal,PreEscolaFederal,PreEscolaEstadual,PreEscolaMunicipal,PreEscolaPrivada,,EFAnosInciaisTotal,EFAnosInciaisFederal,EFAnosInciaisEstadual,EFAnosInciaisMunicipal,EFAnosInciaisPrivada,,EFAnosFinaisTotal,EFAnosFinaisFederal,EFAnosFinaisEstadual,EFAnosFinaisMunicipal,EFAnosFinaisPrivada,,EnsinoMédioRegularTotal,EnsinoMédioRegularFederal,EnsinoMédioRegularEstadual,EnsinoMédioRegularMunicipal,EnsinoMédioRegularPrivada,,EProfisIntegradoTotal,EProfisIntegradoFederal,EProfisIntegradoEstadual,EProfisIntegradoMunicipal,EProfisIntegradoPrivada,,EProfisConcomitanteTotal,EProfisConcomitanteFederal,EProfisConcomitanteEstadual,EProfisConcomitanteMunicipal,EProfisConcomitantePrivada,,EProfisSubsequenteTotal,EProfisSubsequenteFederal,EProfisSubsequenteEstadual,EProfisSubsequenteMunicipal,EProfisSubsequentePrivada,,EJATotal,,EJAEnsinoFundamentalTotal,EJAEnsinoFundamentalFederal,EJAEnsinoFundamentalEstadual,EJAEnsinoFundamentalMunicipal,EJAEnsinoFundamentalPrivada,,EJAEnsinoMédioTotal,EJAEnsinoMédioFederal,EJAEnsinoMédioEstadual,EJAEnsinoMédioMunicipal,EJAEnsinoMédioPrivada
Região Administrativa de São José dos Campos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3526308,Lagoinha,,60,0,0,60,0,,124,0,0,124,0,,269,0,0,269,0,,289,0,289,0,0,,192,0,192,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"19,00",,"7,00","0,00","7,00","0,00","0,00",,"12,00","0,00","12,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3526407,Laranjal Paulista,,786,0,0,586,200,,731,0,0,550,181,,1762,0,0,1580,182,,1478,0,335,1038,105,,847,0,795,0,52,,83,0,83,0,0,,0,0,0,0,0,,0,0,0,0,0,,"131,00",,"54,00","0,00","0,00","54,00","0,00",,"77,00","0,00","77,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3526506,Lavínia,,64,0,0,64,0,,86,0,0,86,0,,249,0,0,249,0,,224,0,0,224,0,,166,0,166,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"310,00",,"178,00","0,00","178,00","0,00","0,00",,"132,00","0,00","132,00","0,00","0,00"
Região Administrativa de São José dos Campos,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3526605,Lavrinhas,,65,0,0,65,0,,176,0,0,176,0,,396,0,0,396,0,,431,0,73,358,0,,197,0,197,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"41,00",,"9,00","0,00","9,00","0,00","0,00",,"32,00","0,00","32,00","0,00","0,00"
Região Administrativa de Campinas,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3526704,Leme,,2647,0,0,2484,163,,2420,0,0,2224,196,,6320,0,0,5487,833,,5149,0,4088,0,1061,,4.609,0,3.906,0,703,,780,0,780,0,0,,80,0,71,0,9,,374,0,235,0,139,,"383,00",,"171,00","0,00","131,00","40,00","0,00",,"212,00","0,00","212,00","0,00","0,00"
Região Administrativa de Bauru,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3526803,Lençóis Paulista,,2048,0,0,1699,349,,1645,0,0,1225,420,,4482,0,0,3702,780,,3619,0,1484,1435,700,,3.229,0,2.855,0,374,,552,0,552,0,0,,128,0,105,0,23,,554,0,197,0,357,,"217,00",,"148,00","0,00","0,00","89,00","59,00",,"69,00","0,00","69,00","0,00","0,00"
Região Administrativa de Campinas,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 250.001 até 300.000 habitantes,3526902,Limeira,,7399,0,0,4324,3075,,7005,0,0,5701,1304,,18054,0,905,12928,4221,,14411,0,10682,0,3729,,12.880,0,10.963,0,1.917,,1955,0,1890,0,65,,940,0,270,0,670,,1955,0,492,0,1463,,1.207,,"500,00","0,00","233,00","108,00","159,00",,"707,00","0,00","321,00","0,00","386,00"
Região Administrativa de Campinas,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3527009,Lindóia,,189,0,0,189,0,,162,0,0,162,0,,397,0,0,397,0,,340,0,0,340,0,,239,0,239,0,0,,4,0,4,0,0,,0,0,0,0,0,,0,0,0,0,0,,"50,00",,"27,00","0,00","0,00","27,00","0,00",,"23,00","0,00","23,00","0,00","0,00"
Região Administrativa de Bauru,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3527108,Lins,,1939,0,0,770,1169,,1785,0,0,1455,330,,4659,0,2565,988,1106,,3893,0,2515,351,1027,,2.953,0,2.365,0,588,,674,0,674,0,0,,157,0,153,0,4,,521,0,399,0,122,,1.073,,"435,00","0,00","367,00","68,00","0,00",,"638,00","0,00","638,00","0,00","0,00"
Região Administrativa de São José dos Campos,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3527207,Lorena,,1523,0,0,1047,476,,2047,0,0,1345,702,,5469,0,0,3987,1482,,4270,0,1698,1345,1227,,3.051,0,2.338,0,713,,678,0,678,0,0,,154,0,143,0,11,,442,0,223,0,219,,"415,00",,"246,00","0,00","0,00","246,00","0,00",,"169,00","0,00","169,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3527256,Lourdes,,59,0,0,59,0,,45,0,0,45,0,,125,0,0,125,0,,106,0,106,0,0,,54,0,54,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"13,00",,"13,00","0,00","0,00","13,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 50.001 até 55.000 habitantes,3527306,Louveira,,1837,0,0,1787,50,,1550,0,0,1474,76,,3858,0,0,3638,220,,2758,0,2454,0,304,,2.595,0,2.511,0,84,,73,0,73,0,0,,0,0,0,0,0,,0,0,0,0,0,,"115,00",,"0,00","0,00","0,00","0,00","0,00",,"115,00","0,00","115,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3527405,Lucélia,,485,0,0,404,81,,383,0,0,383,0,,918,0,0,901,17,,774,0,467,307,0,,467,0,467,0,0,,17,0,17,0,0,,0,0,0,0,0,,0,0,0,0,0,,"209,00",,"129,00","0,00","129,00","0,00","0,00",,"80,00","0,00","80,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3527504,Lucianópolis,,41,0,0,19,22,,62,0,0,62,0,,141,0,0,141,0,,103,0,103,0,0,,121,0,121,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Ribeirão Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3527603,Luís Antônio,,424,0,0,375,49,,328,0,0,295,33,,873,0,0,788,85,,757,0,0,699,58,,486,0,459,0,27,,0,0,0,0,0,,23,0,0,23,0,,82,0,0,82,0,,"110,00",,"41,00","0,00","0,00","41,00","0,00",,"69,00","0,00","69,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3527702,Luiziânia,,148,0,0,148,0,,131,0,0,131,0,,354,0,0,354,0,,242,0,242,0,0,,194,0,194,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3527801,Lupércio,,127,0,0,127,0,,97,0,0,97,0,,271,0,0,271,0,,214,0,214,0,0,,116,0,116,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"18,00",,"3,00","0,00","3,00","0,00","0,00",,"15,00","0,00","15,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3527900,Lutécia,,66,0,0,66,0,,69,0,0,69,0,,172,0,0,172,0,,152,0,152,0,0,,166,0,166,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"23,00",,"23,00","0,00","5,00","18,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3528007,Macatuba,,510,0,0,197,313,,423,0,0,423,0,,1082,0,0,1042,40,,802,0,802,0,0,,784,0,784,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"10,00",,"10,00","0,00","0,00","10,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3528106,Macaubal,,111,0,0,111,0,,176,0,0,159,17,,358,0,0,321,37,,257,0,252,0,5,,209,0,209,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3528205,Macedônia,,74,0,0,74,0,,81,0,0,81,0,,206,0,0,206,0,,153,0,153,0,0,,97,0,97,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3528304,Magda,,53,0,0,53,0,,52,0,0,52,0,,182,0,0,182,0,,137,0,137,0,0,,96,0,96,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 40.001 até 50.000 habitantes,3528403,Mairinque,,981,0,0,885,96,,1373,0,0,1240,133,,3346,0,0,3006,340,,2916,0,0,2716,200,,1.971,0,1.936,0,35,,401,0,401,0,0,,51,0,49,0,2,,335,0,238,0,97,,"294,00",,"175,00","0,00","47,00","128,00","0,00",,"119,00","0,00","119,00","0,00","0,00"
Região Metropolitana de São Paulo_Norte,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3528502,Mairiporã,,1800,0,0,1616,184,,2380,0,0,2033,347,,6191,0,0,5063,1128,,5220,0,4294,0,926,,3.878,0,3.449,0,429,,294,0,294,0,0,,9,0,9,0,0,,98,0,98,0,0,,"210,00",,"59,00","0,00","43,00","16,00","0,00",,"151,00","0,00","151,00","0,00","0,00"
Região Administrativa de Sorocaba,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3528601,Manduri,,209,0,0,197,12,,254,0,0,232,22,,556,0,0,515,41,,507,0,466,0,41,,372,0,372,0,0,,26,0,26,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3528700,Marabá Paulista,,60,0,0,60,0,,64,0,0,64,0,,202,0,0,202,0,,190,0,163,27,0,,73,0,73,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"54,00",,"20,00","0,00","20,00","0,00","0,00",,"34,00","0,00","34,00","0,00","0,00"
Região Administrativa de Marília,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3528809,Maracaí,,284,0,0,271,13,,304,0,0,285,19,,769,0,0,707,62,,668,0,588,0,80,,425,0,394,0,31,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"23,00",,"0,00","0,00","0,00","0,00","0,00",,"23,00","0,00","23,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3528858,Marapoama,,108,0,0,99,9,,63,0,0,59,4,,200,0,0,200,0,,138,0,138,0,0,,146,0,146,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3528908,Mariápolis,,83,0,0,83,0,,84,0,0,84,0,,163,0,0,163,0,,154,0,154,0,0,,82,0,82,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"16,00",,"5,00","0,00","5,00","0,00","0,00",,"11,00","0,00","11,00","0,00","0,00"
Região Administrativa de Marília,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 200.001 até 250.000 habitantes,3529005,Marília,,6361,0,8,5111,1242,,6037,0,0,4970,1067,,14887,0,2026,8736,4125,,12093,0,7892,0,4201,,9.032,0,6.374,0,2.658,,610,0,610,0,0,,151,0,71,0,80,,1230,0,390,0,840,,1.074,,"385,00","0,00","359,00","26,00","0,00",,"689,00","0,00","689,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3529104,Marinópolis,,61,0,0,61,0,,39,0,0,39,0,,86,0,0,86,0,,78,0,78,0,0,,42,0,42,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3529203,Martinópolis,,627,0,0,379,248,,590,0,0,463,127,,1478,0,0,1174,304,,1230,0,902,94,234,,891,0,750,0,141,,96,0,96,0,0,,0,0,0,0,0,,0,0,0,0,0,,"10,00",,"10,00","0,00","0,00","10,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa Central,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3529302,Matão,,1596,0,0,1277,319,,1772,0,0,1484,288,,4918,0,2524,1368,1026,,3956,0,1937,1348,671,,2.954,326,2.054,277,297,,1165,326,839,0,0,,48,0,48,0,0,,470,0,470,0,0,,"309,00",,"93,00","0,00","11,00","82,00","0,00",,"216,00","88,00","128,00","0,00","0,00"
Região Metropolitana de São Paulo_Sudeste,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 400.001 até 450.000 habitantes,3529401,Mauá,,8901,0,0,6993,1908,,9874,0,0,7993,1881,,25899,0,20107,815,4977,,21389,0,17268,413,3708,,18.526,0,16.755,0,1.771,,899,0,899,0,0,,303,0,180,0,123,,1973,0,365,0,1608,,1.309,,"795,00","0,00","121,00","674,00","0,00",,"514,00","0,00","514,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3529500,Mendonça,,160,0,0,160,0,,187,0,0,187,0,,372,0,0,372,0,,306,0,306,0,0,,248,0,248,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3529609,Meridiano,,140,0,0,140,0,,88,0,0,88,0,,252,0,0,252,0,,184,0,184,0,0,,98,0,98,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"12,00",,"12,00","0,00","0,00","12,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3529658,Mesópolis,,57,0,0,57,0,,48,0,0,48,0,,120,0,0,120,0,,107,0,107,0,0,,58,0,58,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Franca,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3529708,Miguelópolis,,439,0,0,379,60,,476,0,0,406,70,,1158,0,0,1003,155,,966,0,0,885,81,,576,0,576,0,0,,422,0,422,0,0,,33,0,33,0,0,,78,0,78,0,0,,"182,00",,"100,00","0,00","0,00","100,00","0,00",,"82,00","0,00","82,00","0,00","0,00"
Região Administrativa de Bauru,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 10.001 até 15.000 habitantes,3529807,Mineiros do Tietê,,220,0,0,215,5,,276,0,0,261,15,,633,0,0,599,34,,568,0,490,0,78,,473,0,473,0,0,,33,0,33,0,0,,0,0,0,0,0,,0,0,0,0,0,,"23,00",,"7,00","0,00","7,00","0,00","0,00",,"16,00","0,00","16,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3530003,Mira Estrela,,76,0,0,76,0,,65,0,0,65,0,,177,0,0,177,0,,114,0,114,0,0,,56,0,56,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Registro,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3529906,Miracatu,,337,0,0,330,7,,570,0,11,548,11,,1536,0,28,1415,93,,1148,0,1101,0,47,,706,0,706,0,0,,30,0,30,0,0,,0,0,0,0,0,,0,0,0,0,0,,"249,00",,"79,00","0,00","72,00","7,00","0,00",,"170,00","0,00","170,00","0,00","0,00"
Região Administrativa de Araçatuba,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 20.001 até 30.000 habitantes,3530102,Mirandópolis,,294,0,0,238,56,,468,0,0,390,78,,1294,0,0,983,311,,1122,0,807,0,315,,769,0,585,0,184,,84,0,84,0,0,,0,0,0,0,0,,0,0,0,0,0,,"308,00",,"189,00","0,00","165,00","0,00","24,00",,"119,00","0,00","119,00","0,00","0,00"
Região Administrativa de Presidente Prudente,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 15.001 até 20.000 habitantes,3530201,Mirante do Paranapanema,,303,0,0,294,9,,333,0,0,291,42,,1000,0,332,558,110,,818,0,748,0,70,,675,0,661,0,14,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"73,00",,"37,00","0,00","37,00","0,00","0,00",,"36,00","0,00","36,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3530300,Mirassol,,1412,0,0,1117,295,,1450,0,0,1116,334,,3836,0,0,2944,892,,2922,0,2385,0,537,,2.348,0,2.099,0,249,,180,0,180,0,0,,5,0,5,0,0,,21,0,21,0,0,,"45,00",,"31,00","0,00","18,00","13,00","0,00",,"14,00","0,00","14,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3530409,Mirassolândia,,144,0,0,144,0,,131,0,0,131,0,,299,0,0,299,0,,240,0,240,0,0,,113,0,113,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Campinas,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3530508,Mococa,,1404,0,0,1088,316,,1453,0,0,1292,161,,3865,0,1205,1626,1034,,3145,0,1768,428,949,,2.658,0,2.040,157,461,,1257,0,1257,0,0,,115,0,115,0,0,,792,0,792,0,0,,"293,00",,"75,00","0,00","75,00","0,00","0,00",,"218,00","0,00","218,00","0,00","0,00"
Região Metropolitana de São Paulo_Leste,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 400.001 até 450.000 habitantes,3530607,Mogi das Cruzes,,12486,0,0,1464,11022,,12203,0,0,5537,6666,,31796,0,0,25352,6444,,25364,0,18720,697,5947,,18.329,0,14.950,0,3.379,,2732,0,2732,0,0,,876,0,710,0,166,,3904,0,67,0,3837,,1.798,,"677,00","0,00","406,00","271,00","0,00",,1.121,"0,00",1.121,"0,00","0,00"
Região Administrativa de Campinas,Município de Grande Porte,Municípios de Grande Porte: de 100.001 até 900.000 habitantes,Municípios de Grande Porte: de 150.001 até 200.000 habitantes,3530706,Mogi Guaçu,,3174,0,0,1237,1937,,3793,0,0,3022,771,,10101,0,0,7800,2301,,8120,0,3031,3433,1656,,6.406,0,5.267,337,802,,741,0,741,0,0,,146,0,23,0,123,,1476,0,111,0,1365,,1.072,,"422,00","0,00","212,00","33,00","177,00",,"650,00","0,00","295,00","0,00","355,00"
Região Administrativa de Campinas,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3530805,Mogi Mirim,,2034,0,0,1359,675,,2004,0,0,1523,481,,5599,0,0,4236,1363,,4394,0,2287,1102,1005,,3.981,0,3.465,0,516,,1085,0,1085,0,0,,54,0,54,0,0,,441,0,441,0,0,,"324,00",,"164,00","0,00","103,00","61,00","0,00",,"160,00","0,00","160,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3530904,Mombuca,,152,0,0,152,0,,130,0,0,130,0,,322,0,0,322,0,,237,0,0,237,0,,126,0,126,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de São José do Rio Preto,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 1.001 até 5.000 habitantes,3531001,Monções,,47,0,0,47,0,,43,0,0,43,0,,121,0,0,121,0,,86,0,86,0,0,,59,0,59,0,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,,"0,00",,"0,00","0,00","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","0,00"
Região Administrativa de Santos,Municípios de Médio Porte,Municípios de Médio Porte: de 50.001 até 100.000 habitantes,Municípios de Médio Porte: de 55.001 até 100.000 habitantes,3531100,Mongaguá,,1237,0,0,1137,100,,1616,0,15,1440,161,,4711,0,49,4175,487,,3640,0,63,3179,398,,3.334,0,3.167,0,167,,372,0,372,0,0,,143,0,143,0,0,,304,0,304,0,0,,"376,00",,"196,00","0,00","90,00","106,00","0,00",,"180,00","0,00","180,00","0,00","0,00"
Região Administrativa de Campinas,Município de Pequeno Porte I,Municípios de Pequeno Porte I: até 20.000 habitantes,Municípios de Pequeno Porte I: de 5.001 até 10.000 habitantes,3531209,Monte Alegre do Sul,,116,0,0,116,0,,166,0,0,166,0,,430,0,0,430,0,,379,0,0,379,0,,532,0,532,0,0,,71,0,71,0,0,,0,0,0,0,0,,0,0,0,0,0,,"16,00",,"0,00","0,00","0,00","0,00","0,00",,"16,00","0,00","16,00","0,00","0,00"
Região Administrativa de Ribeirão Preto,Município de Pequeno Porte II,Municípios de Pequeno Porte II: de 20.001 até 50.000 habitantes,Municípios de Pequeno Porte II: de 40.001 até 50.000 habitantes,3531308,Monte Alto,,1136,0,0,975,161,,1011,0,0,831,180,,2657,0,0,1979,678,,2008,0,706,757,545,,1.626,0,1.251,0,375,,376,0,376,0,0,,3,0,1,2,0,,105,0,103,2,0,,"91,00",,"23,00","0,00","23,00","0,00","0,00",,"68,00","0,00","68,00","0,00","0,00"
